X,Y,geo_x_MTM,geo_y_MTM,geo_spatialRef_wkid,Facility_Group,BN,BN_FR,ADDRESS,ADDRESS_FR,Open_Seasonally,Season_Start_Date,Season_End_Date,Open_Hours_Sunday,Closed_Hours_Sunday,Special_Hours_Sunday,Open_Hours_Monday,Closed_Hours_Monday,Special_Hours_Monday,Open_Hours_Tuesday,Closed_Hours_Tuesday,Special_Hours_Tuesday,Open_Hours_Wednesday,Closed_Hours_Wednesday,Special_Hours_Wednesday,Open_Hours_Thursday,Closed_Hours_Thursday,Special_Hours_Thursday,Open_Hours_Friday,Closed_Hours_Friday,Special_Hours_Friday,Open_Hours_Saturday,Closed_Hours_Saturday,Special_Hours_Saturday,Phone_number_to_report_issues,X_COORDINATE,Y_COORDINATE,JURISDICTION,interior,seasonal,FID
-75.88626099,45.29544449,-8447620,5668154,102100,ARTS AND CULTURE,Ottawa Public Library Hazeldean Branch,BibliothŠque publique d'Ottawa Succursale Hazeldean,50 CASTLEFRANK RD,50 CH CASTLEFRANK,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 5:00:00 PM,Closed early June to early September,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.88626099,45.29544449,OTTAWA,y,n,1
-75.82566833,45.32115555,-8440874,5672223,102100,ARTS AND CULTURE,Ottawa Public Library Centennial Branch,BibliothŠque publique d'Ottawa Succursale Centennial,3870 OLD RICHMOND RD,3870 CH OLD RICHMOND,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.82566833,45.32115555,OTTAWA,y,n,2
-75.68325043,45.43016434,-8425020,5689498,102100,ARTS AND CULTURE,Ottawa Public Library Rideau Branch,BibliothŠque publique d'Ottawa Succursale Rideau,377 RIDEAU ST,377 RUE RIDEAU,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.68325043,45.43016434,OTTAWA,y,n,3
-75.63560486,45.36346054,-8419717,5678923,102100,RECREATION,Greenboro CC,Centre communautaire Greenboro,363 LORRY GREENBERG DR,"363, PROM. LORRY GREENBERG",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:00:00 PM,Not Applicable/Non applicable,311,-75.63560486,45.36346054,OTTAWA,y,n,4
-75.77178955,45.37323761,-8434877,5680473,102100,ARTS AND CULTURE,Ottawa Public Library Carlingwood Branch,BibliothŠque publique d'Ottawa Succursale Carlingwood,281 WOODROFFE AVE,281 AV WOODROFFE,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.77178955,45.37323761,OTTAWA,y,n,5
-75.89530182,45.32161713,-8448626,5672297,102100,RECREATION,John G Mlacak Centre,Centre John G Mlacak,2500 CAMPEAU DR,"2500, PROM. CAMPEAU",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,311,-75.89530182,45.32161713,OTTAWA,y,n,6
-75.66177368,45.37817383,-8422630,5681255,102100,ARTS AND CULTURE,Ottawa Public Library Alta Vista Branch,BibliothŠque publique d'Ottawa Succursale Alta Vista,2516 ALTA VISTA DR,2516 PROM ALTA VISTA,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.66177368,45.37817383,OTTAWA,y,n,7
-75.60077667,45.43811035,-8415840,5690759,102100,ARTS AND CULTURE,Ottawa Public Library North Gloucester Branch,BibliothŠque publique d'Ottawa Succursale Gloucester Nord,2036 OGILVIE RD,2036 CH OGILVIE,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 5:00:00 PM,Closed early June to early September,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.60077667,45.43811035,OTTAWA,y,n,8
-75.72629547,45.4016571,-8429813,5684977,102100,ARTS AND CULTURE,Ottawa Public Library Rosemount Branch,BibliothŠque publique d'Ottawa Succursale Rosemount,18 ROSEMOUNT AVE,18 AV ROSEMOUNT,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.72629547,45.4016571,OTTAWA,y,n,9
-75.52388,45.4565239,-8407280,5693681,102100,ARTS AND CULTURE,Ottawa Public Library Orleans Branch,BibliothŠque publique d'Ottawa Succursale Orl??ans,1705 ORLEANS BLVD,1705 BOUL ORLEANS,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 5:00:00 PM,Closed early June to early September,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.52388,45.4565239,OTTAWA,y,n,10
-75.73338318,45.35472107,-8430602,5677539,102100,ARTS AND CULTURE,Ottawa Public Library Emerald Plaza Branch,BibliothŠque publique d'Ottawa Succursale Emerald Plaza,1547 MERIVALE RD,1547 CH MERIVALE,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.73338318,45.35472107,OTTAWA,y,n,11
-75.68379211,45.39546585,-8425081,5683996,102100,ARTS AND CULTURE,Ottawa Public Library Sunnyside Branch,BibliothŠque publique d'Ottawa Succursale Sunnyside,1049 BANK ST,1049 RUE BANK,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,NA,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.68379211,45.39546585,OTTAWA,y,n,12
-75.69538879,45.42023849,-8426372,5687924,102100,ARTS AND CULTURE,Ottawa Public Library Main Library,BibliothŠque publique d'Ottawa BibliothŠque Centrale,120 METCALFE ST,120 RUE METCALFE,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 5:00:00 PM,Closed early June to early September,12/31/1899 10:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.69538879,45.42023849,OTTAWA,y,n,13
-75.5575943,45.26132202,-8411033,5662756,102100,ARTS AND CULTURE,Ottawa Public Library Greely Branch,BibliothŠque publique d'Ottawa Succursale Greely,1448 MEADOW DR,1448 PROM MEADOW,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,Special Hours/Heures de fonctionnement sp‚cial,Special Hours/Heures de fonctionnement sp‚cial,"10:00 AM-1:00 PM, 4:30 PM-8:30PM",12/31/1899 10:00:00 AM,12/31/1899 1:00:00 PM,Not Applicable/Non applicable,Special Hours/Heures de fonctionnement sp‚cial,Special Hours/Heures de fonctionnement sp‚cial,"10:00 AM-1:00 PM, 4:30 PM-8:30PM",12/31/1899 4:30:00 PM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 2:00:00 PM,Not Applicable/Non applicable,311,-75.5575943,45.26132202,OTTAWA,y,n,14
-75.62489319,45.39949417,-8418525,5684634,102100,ARTS AND CULTURE,Elmvale Acres Library,BibliothŠque publique d'Ottawa Succursale  Elmvale Acres,1910 St-Laurent BLVD,1910 St-Laurent,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.62489319,45.39949417,OTTAWA,y,n,15
-75.76152039,45.28058243,-8433734,5665802,102100,CIVIC ADMINISTRATION,Ruth E. Dickinson Library,BibliothŠque publique d'Ottawa Succursale  Ruth E. Dickinson,100 MALVERN DR,100 rue Malvern,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.76152039,45.28058243,OTTAWA,y,n,16
-75.64679718,45.43654251,-8420963,5690510,102100,ARTS AND CULTURE,St-Laurent Library,BibliothŠque publique d'Ottawa Succursale  St-Laurent,515 C“t‚ St,515 rue C“t‚,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 1:00:00 PM,12/31/1899 6:00:00 PM,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.64679718,45.43654251,OTTAWA,y,n,17
-75.926651,45.26065445,-8452116,5662650,102100,RECREATION,Johnny Leroux Stittsville Community Arena,Ar‚na communautaire de Stittsville Johnny-Leroux,10 WARNER COLPITTS LANE,10 RLE WARNER COLPITTS,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Hall space 8 am to 10 pm,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Hall open 8 am to 10 pm,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Hall open 8 am to 10 pm,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Hall open 8 am to 10 pm,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Hall open 8 am to 10 pm,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Hall open 8 am to 10 pm,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Hall available 8 am to 12 am,311,-75.926651,45.26065445,OTTAWA,y,n,18
-75.90141296,45.29424667,-8449307,5667964,102100,RECREATION,Kanata Recreation Complex,Centre des loisirs de Kanata,100 CHARLIE ROGERS PL,"100, PLACE CHARLIE ROGERS",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,12/31/1899 6:00:00 AM,12/31/1899 11:00:00 PM,Not Applicable/Non applicable,311,-75.90141296,45.29424667,OTTAWA,y,n,19
-76.20626068,45.47013474,-8483242,5695841,102100,RECREATION,Fitzroy Harbour CC,Centre Communautaire de Fitzroy Harbour,100 CLIFFORD CAMPBELL ST,"100, RUE CLIFFORD CAMPBELL",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 5:30:00 PM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 5:30:00 PM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 10:00:00 AM,12/31/1899 1:00:00 PM,Not Applicable/Non applicable,311,-76.20626068,45.47013474,OTTAWA,y,n,20
-75.76153564,45.28038406,-8433735,5665771,102100,RECREATION,Walter Baker Sports Centre,Centre sportif Walter-Baker,100 MALVERN DR,"100, CH. MALVERN",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 8:30:00 PM,Not Applicable/Non applicable,311,-75.76153564,45.28038406,OTTAWA,y,n,21
-75.8013382,45.36373901,-8438166,5678968,102100,RECREATION,Ron Kolbus Lakeside Centre,Centre Ron-Kolbus Lakeside,102 Greenview Ave.,"102, ave  Greenview",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Closed,Closed,Summer Open 11:00 AM to 7:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Summer Open 9:00 AM to 9:00 PM,Closed,Closed,Summer Open 11:00 AM to 7:00 PM,311,-75.8013382,45.36373901,OTTAWA,y,n,22
-75.72429657,45.40358353,-8429590,5685283,102100,RECREATION,Hintonburg CC,Hintonburg CC,1064 WELLINGTON ST    W,"1064, RUE WELLINGTON O.",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:30:00 AM,12/31/1899 4:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 10:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 4:30:00 PM,Not Applicable/Non applicable,311,-75.72429657,45.40358353,OTTAWA,y,n,23
-75.79457855,45.34973526,-8437414,5676749,102100,Recreation,Foster Farm CC,Centre communautaire de Foster Farm,1065 Ramsey Crescent,1065. cres Ramsey,Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,Not Applicable/Non applicable,311,-75.79457855,45.34973526,OTTAWA,y,n,24
-75.52600861,45.4742012,-8407517,5696486,102100,RECREATION,Pierre Rocque Community Centre,Centre communautaire du parc Pierre-Rocque,1070 ST. PIERRE ST,"1257, AV. JOSEPH DROUIN",Open Seasonally/Ouvert en saison,May/mai,August/ao–t,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 5:00:00 PM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.52600861,45.4742012,OTTAWA,y,n,25
-75.65905762,45.37330627,-8422328,5680483,102100,RECREATION,Jim Durrell Recreation Centre,Centre r‚cr‚atif Jim-Durrell,1265 WALKLEY RD,"1265, CH. WALKLEY",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,311,-75.65905762,45.37330627,OTTAWA,y,n,26
-75.65760803,45.36737061,-8422167,5679543,102100,RECREATION,Deborah Anne Kirwan Pool,Piscine Deborah-Anne-Kirwan,1300 KITCHENER AVE,"1300, AV. KITCHENER",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 8:30:00 AM,12/31/1899 7:00:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,12/31/1899 3:30:00 PM,12/31/1899 9:30:00 PM,Not Applicable/Non applicable,Closed,Closed,Not Applicable/Non applicable,311,-75.65760803,45.36737061,OTTAWA,y,n,27
-75.6539917,45.3789978,-8421764,5681386,102100,RECREATION,Heron Rd Multi-Service Cntr.,Centre multi-services du chemin Heron,1480 HERON RD,"1480, CH. HERON",Open Year Round/Ouvert toute l?ann‚e,Not Applicable/Non applicable,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 8:00:00 AM,12/31/1899 9:00:00 PM,Not Applicable/Non applicable,12/31/1899 9:00:00 AM,12/31/1899 5:00:00 PM,Not Applicable/Non applicable,311,-75.6539917,45.3789978,OTTAWA,y,n,28
